ticker,cik,form,fy,fp,filed,accn,end,start,Revenues,NetIncomeLoss,EarningsPerShareBasic,EarningsPerShareDiluted,OperatingIncomeLoss,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,Assets,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,PaymentsToAcquirePropertyPlantAndEquipment,LongTermDebt,ShortTermInvestments,CostOfRevenue,OperatingExpenses,IncomeTaxExpenseBenefit,AccountsReceivableNetCurrent
NVDA,0001045810,10-K,2018,FY,2018-02-28,0001045810-18-000010,2018-01-28,2017-10-30,2911000000,1118000000,1.84,1.78,null,1801000000,null,null,null,null,null,null,null,null,null,null,1110000000,null,null,null
NVDA,0001045810,10-K,2018,FY,2018-02-28,0001045810-18-000010,2017-01-29,,null,null,null,null,null,null,null,null,9841000000,4048000000,5762000000,1766000000,null,null,1983000000,null,null,null,null,826000000
NVDA,0001045810,10-K,2018,FY,2018-02-28,0001045810-18-000010,2018-01-28,,null,null,null,null,null,null,null,null,11241000000,3770000000,7471000000,4002000000,null,null,1985000000,null,null,null,null,1265000000
NVDA,0001045810,10-K,2018,FY,2018-02-28,0001045810-18-000010,2015-01-25,,null,null,null,null,null,null,null,null,null,null,4418000000,497000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2018,FY,2018-02-28,0001045810-18-000010,2016-01-31,,null,null,null,null,null,null,null,null,null,null,4469000000,596000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2017-01-29,2016-02-01,null,1666000000,3.08,2.57,1934000000,4063000000,1463000000,663000000,null,null,null,null,1672000000,null,null,null,null,2129000000,239000000,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2017-04-30,2017-01-30,null,507000000,0.86,0.79,null,1150000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2017-07-30,2017-05-01,null,583000000,0.98,0.92,null,1302000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2017-10-29,2017-07-31,null,838000000,1.39,1.33,null,1569000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2018-01-28,2017-01-30,null,3047000000,5.09,4.82,3210000000,5822000000,1797000000,815000000,null,null,null,null,3502000000,null,null,null,null,2612000000,149000000,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2018-01-28,2017-10-30,null,1118000000,1.84,1.78,null,1801000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2018-04-29,2018-01-29,null,1244000000,2.05,1.98,null,2068000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2018-07-29,2018-04-30,null,1101000000,1.81,1.76,null,1975000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2018-10-28,2018-07-30,null,1230000000,2.02,1.97,null,1921000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2019-01-27,2018-01-29,null,4141000000,6.81,6.63,3804000000,7171000000,2376000000,991000000,null,null,null,null,3743000000,null,null,null,null,3367000000,-245000000,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2019-01-27,2018-10-29,null,567000000,0.93,0.92,null,1207000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2018-01-28,,null,null,null,null,null,null,null,null,11241000000,3770000000,7471000000,4002000000,null,null,1985000000,null,null,null,null,1265000000
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2019-01-27,,null,null,null,null,null,null,null,null,13292000000,3950000000,9342000000,782000000,null,null,1988000000,null,null,null,null,1424000000
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2016-01-31,,null,null,null,null,null,null,null,null,null,null,4469000000,596000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2019,FY,2019-02-21,0001045810-19-000023,2017-01-29,,null,null,null,null,null,null,null,null,null,null,5762000000,1766000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2018-01-28,2017-01-30,null,3047000000,5.09,4.82,3210000000,5822000000,1797000000,815000000,null,null,null,null,3502000000,null,null,null,null,2612000000,149000000,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2018-04-29,2018-01-29,null,1244000000,2.05,1.98,null,2068000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2018-07-29,2018-04-30,null,1101000000,1.81,1.76,null,1975000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2018-10-28,2018-07-30,null,1230000000,2.02,1.97,null,1921000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2019-01-27,2018-01-29,null,4141000000,6.81,6.63,3804000000,7171000000,2376000000,991000000,null,null,null,null,3743000000,null,null,null,null,3367000000,-245000000,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2019-01-27,2018-10-29,null,567000000,0.93,0.92,null,1207000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2019-04-28,2019-01-28,null,394000000,0.65,0.64,null,1296000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2019-07-28,2019-04-29,null,552000000,0.91,0.9,null,1541000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2019-10-27,2019-07-29,null,899000000,1.47,1.45,null,1916000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2020-01-26,2019-01-28,null,2796000000,4.59,4.52,2846000000,6768000000,2829000000,1093000000,null,null,null,null,4761000000,null,null,null,null,3922000000,174000000,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2020-01-26,2019-10-28,null,950000000,1.55,1.53,null,2015000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2019-01-27,,null,null,null,null,null,null,null,null,13292000000,3950000000,9342000000,782000000,null,null,1988000000,null,null,null,null,1424000000
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2020-01-26,,null,null,null,null,null,null,null,null,17315000000,5111000000,12204000000,10896000000,null,null,1991000000,null,null,null,null,1657000000
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2017-01-29,,null,null,null,null,null,null,null,null,null,null,5762000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2020,FY,2020-02-20,0001045810-20-000010,2018-01-28,,null,null,null,null,null,null,null,null,null,null,7471000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2021,FY,2021-02-26,0001045810-21-000010,2019-01-27,2018-01-29,null,4141000000,6.81,6.63,3804000000,7171000000,2376000000,991000000,null,null,null,null,3743000000,null,null,null,null,3367000000,-245000000,null
NVDA,0001045810,10-K,2021,FY,2021-02-26,0001045810-21-000010,2020-01-26,2019-01-28,null,2796000000,4.59,4.52,2846000000,6768000000,2829000000,1093000000,null,null,null,null,4761000000,null,null,null,null,3922000000,174000000,null
NVDA,0001045810,10-K,2021,FY,2021-02-26,0001045810-21-000010,2021-01-31,2020-01-27,null,4332000000,7.02,6.9,4532000000,10396000000,3924000000,1940000000,null,null,null,null,5822000000,null,null,null,null,5864000000,77000000,null
NVDA,0001045810,10-K,2021,FY,2021-02-26,0001045810-21-000010,2020-01-26,,null,null,null,null,null,null,null,null,17315000000,5111000000,12204000000,10896000000,null,null,1991000000,null,null,null,null,1657000000
NVDA,0001045810,10-K,2021,FY,2021-02-26,0001045810-21-000010,2021-01-31,,null,null,null,null,null,null,null,null,28791000000,11898000000,16893000000,847000000,null,null,6963000000,null,null,null,null,2429000000
NVDA,0001045810,10-K,2021,FY,2021-02-26,0001045810-21-000010,2018-01-28,,null,null,null,null,null,null,null,null,null,null,7471000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2021,FY,2021-02-26,0001045810-21-000010,2019-01-27,,null,null,null,null,null,null,null,null,null,null,9342000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2022,FY,2022-03-18,0001045810-22-000036,2020-01-26,2019-01-28,10918000000,2796000000,1.15,1.13,2846000000,6768000000,2829000000,1093000000,null,null,null,null,4761000000,null,null,null,4150000000,3922000000,174000000,null
NVDA,0001045810,10-K,2022,FY,2022-03-18,0001045810-22-000036,2021-01-31,2020-01-27,16675000000,4332000000,1.76,1.73,4532000000,10396000000,3924000000,1940000000,null,null,null,null,5822000000,null,null,null,6279000000,5864000000,77000000,null
NVDA,0001045810,10-K,2022,FY,2022-03-18,0001045810-22-000036,2022-01-30,2021-02-01,26914000000,9752000000,3.91,3.85,10041000000,17475000000,5268000000,2166000000,null,null,null,null,9108000000,null,null,null,9439000000,7434000000,189000000,null
NVDA,0001045810,10-K,2022,FY,2022-03-18,0001045810-22-000036,2021-01-31,,null,null,null,null,null,null,null,null,28791000000,11898000000,16893000000,847000000,null,null,6963000000,null,null,null,null,2429000000
NVDA,0001045810,10-K,2022,FY,2022-03-18,0001045810-22-000036,2022-01-30,,null,null,null,null,null,null,null,null,44187000000,17575000000,26612000000,1990000000,null,null,10946000000,null,null,null,null,4650000000
NVDA,0001045810,10-K,2022,FY,2022-03-18,0001045810-22-000036,2019-01-27,,null,null,null,null,null,null,null,null,null,null,9342000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2022,FY,2022-03-18,0001045810-22-000036,2020-01-26,,null,null,null,null,null,null,null,null,null,null,12204000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2023,FY,2023-02-24,0001045810-23-000017,2021-01-31,2020-01-27,16675000000,4332000000,1.76,1.73,4532000000,10396000000,3924000000,1940000000,null,null,null,null,5822000000,null,null,null,6279000000,5864000000,77000000,null
NVDA,0001045810,10-K,2023,FY,2023-02-24,0001045810-23-000017,2022-01-30,2021-02-01,26914000000,9752000000,3.91,3.85,10041000000,17475000000,5268000000,2166000000,null,null,null,null,9108000000,null,null,null,9439000000,7434000000,189000000,null
NVDA,0001045810,10-K,2023,FY,2023-02-24,0001045810-23-000017,2023-01-29,2022-01-31,26974000000,4368000000,1.76,1.74,4224000000,15356000000,7339000000,2440000000,null,null,null,null,5641000000,null,null,null,11618000000,11132000000,-187000000,null
NVDA,0001045810,10-K,2023,FY,2023-02-24,0001045810-23-000017,2022-01-30,,null,null,null,null,null,null,null,null,44187000000,17575000000,26612000000,1990000000,null,null,10946000000,null,null,null,null,4650000000
NVDA,0001045810,10-K,2023,FY,2023-02-24,0001045810-23-000017,2023-01-29,,null,null,null,null,null,null,null,null,41182000000,19081000000,22101000000,3389000000,null,null,10953000000,null,null,null,null,3827000000
NVDA,0001045810,10-K,2023,FY,2023-02-24,0001045810-23-000017,2020-01-26,,null,null,null,null,null,null,null,null,null,null,12204000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2023,FY,2023-02-24,0001045810-23-000017,2021-01-31,,null,null,null,null,null,null,null,null,null,null,16893000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2024,FY,2024-02-21,0001045810-24-000029,2022-01-30,2021-02-01,26914000000,9752000000,3.91,3.85,10041000000,17475000000,5268000000,2166000000,null,null,null,null,9108000000,null,null,null,9439000000,7434000000,189000000,null
NVDA,0001045810,10-K,2024,FY,2024-02-21,0001045810-24-000029,2023-01-29,2022-01-31,26974000000,4368000000,1.76,1.74,4224000000,15356000000,7339000000,2440000000,null,null,null,null,5641000000,null,null,null,11618000000,11132000000,-187000000,null
NVDA,0001045810,10-K,2024,FY,2024-02-21,0001045810-24-000029,2024-01-28,2023-01-30,60922000000,29760000000,12.05,11.93,32972000000,44301000000,8675000000,2654000000,null,null,null,null,28090000000,null,null,null,16621000000,11329000000,4058000000,null
NVDA,0001045810,10-K,2024,FY,2024-02-21,0001045810-24-000029,2023-01-29,,null,null,null,null,null,null,null,null,41182000000,19081000000,22101000000,3389000000,null,null,10953000000,null,null,null,null,3827000000
NVDA,0001045810,10-K,2024,FY,2024-02-21,0001045810-24-000029,2024-01-28,,null,null,null,null,null,null,null,null,65728000000,22750000000,42978000000,7280000000,null,null,9709000000,null,null,null,null,9999000000
NVDA,0001045810,10-K,2024,FY,2024-02-21,0001045810-24-000029,2021-01-31,,null,null,null,null,null,null,null,null,null,null,16893000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2024,FY,2024-02-21,0001045810-24-000029,2022-01-30,,null,null,null,null,null,null,null,null,null,null,26612000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2025,FY,2025-02-26,0001045810-25-000023,2023-01-29,2022-01-31,26974000000,4368000000,0.18,0.17,4224000000,15356000000,7339000000,2440000000,null,null,null,null,5641000000,null,null,null,11618000000,11132000000,-187000000,null
NVDA,0001045810,10-K,2025,FY,2025-02-26,0001045810-25-000023,2024-01-28,2023-01-30,60922000000,29760000000,1.21,1.19,32972000000,44301000000,8675000000,2654000000,null,null,null,null,28090000000,null,null,null,16621000000,11329000000,4058000000,null
NVDA,0001045810,10-K,2025,FY,2025-02-26,0001045810-25-000023,2025-01-26,2024-01-29,130497000000,72880000000,2.97,2.94,81453000000,97858000000,12914000000,3491000000,null,null,null,null,64089000000,null,null,null,32639000000,16405000000,11146000000,null
NVDA,0001045810,10-K,2025,FY,2025-02-26,0001045810-25-000023,2024-01-28,,null,null,null,null,null,null,null,null,65728000000,22750000000,42978000000,7280000000,null,null,9709000000,null,null,null,null,9999000000
NVDA,0001045810,10-K,2025,FY,2025-02-26,0001045810-25-000023,2025-01-26,,null,null,null,null,null,null,null,null,111601000000,32274000000,79327000000,8589000000,null,null,8463000000,null,null,null,null,23065000000
NVDA,0001045810,10-K,2025,FY,2025-02-26,0001045810-25-000023,2022-01-30,,null,null,null,null,null,null,null,null,null,null,26612000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-K,2025,FY,2025-02-26,0001045810-25-000023,2023-01-29,,null,null,null,null,null,null,null,null,null,null,22101000000,null,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2014,Q1,2014-05-21,0001045810-14-000085,2013-04-28,2013-01-28,954739000,77891000,0.13,0.13,82781000,518568000,327161000,108626000,null,null,null,null,175650000,65667000,null,null,436171000,435787000,10171000,null
NVDA,0001045810,10-Q,2014,Q1,2014-05-21,0001045810-14-000085,2014-04-27,2014-01-27,1102787000,136516000,0.24,0.24,151359000,604202000,334263000,118580000,null,null,null,null,151022000,29068000,null,null,498585000,452843000,26766000,null
NVDA,0001045810,10-Q,2014,Q1,2014-05-21,0001045810-14-000085,2014-01-26,,null,null,null,null,null,null,null,null,7250894000,null,4456398000,1151587000,null,null,1356375000,null,null,null,null,426357000
NVDA,0001045810,10-Q,2014,Q1,2014-05-21,0001045810-14-000085,2014-04-27,,null,null,null,null,null,null,null,null,6864663000,null,4166985000,509165000,null,null,1363276000,null,null,null,null,396438000
NVDA,0001045810,10-Q,2014,Q1,2014-05-21,0001045810-14-000085,2013-01-27,,null,null,null,null,null,null,null,null,null,null,null,732786000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2014,Q1,2014-05-21,0001045810-14-000085,2013-04-28,,null,null,null,null,null,null,null,null,null,null,null,561423000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2013-07-28,2013-01-28,1931977000,174339000,0.29,0.29,188315000,1064106000,658899000,216892000,null,null,null,null,272119000,150653000,null,null,867871000,875791000,25543000,null
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2013-07-28,2013-04-29,977238000,96448000,0.16,0.16,105534000,545538000,331738000,108266000,null,null,null,null,null,null,null,null,431700000,440004000,15372000,null
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2014-07-27,2014-01-27,2205611000,264492000,0.47,0.46,314538000,1223176000,671387000,237251000,null,null,null,null,247304000,51595000,null,null,982435000,908638000,53415000,null
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2014-07-27,2014-04-28,1102824000,127976000,0.23,0.22,163179000,618974000,337124000,118671000,null,null,null,null,null,null,null,null,483850000,455795000,26649000,null
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2014-01-26,,null,null,null,null,null,null,null,null,7250894000,null,4456398000,1151587000,null,null,1356375000,null,null,null,null,426357000
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2014-07-27,,null,null,null,null,null,null,null,null,6933719000,null,4304786000,515092000,null,null,1370249000,null,null,null,null,469625000
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2013-01-27,,null,null,null,null,null,null,null,null,null,null,null,732786000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2015,Q2,2014-08-20,0001045810-14-000158,2013-07-28,,null,null,null,null,null,null,null,null,null,null,null,591321000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2013-10-27,2013-01-28,2985944000,293073000,0.49,0.49,329303000,1648521000,999193000,320025000,null,null,null,null,434434000,188812000,null,null,1337423000,1319218000,48293000,null
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2013-10-27,2013-07-29,1053967000,118734000,0.2,0.2,140988000,584415000,340294000,103133000,null,null,null,null,null,null,null,null,469552000,443427000,22750000,null
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2014-10-26,2014-01-27,3430993000,437459000,0.79,0.77,527853000,1899874000,1011472000,360549000,null,null,null,null,462927000,91336000,null,null,1531119000,1372021000,89518000,null
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2014-10-26,2014-07-28,1225382000,172967000,0.32,0.31,213315000,676698000,340085000,123298000,null,null,null,null,null,null,null,null,548684000,463383000,36103000,null
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2014-01-26,,null,null,null,null,null,null,null,null,7250894000,null,4456398000,1151587000,null,null,1356375000,null,null,null,null,426357000
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2014-10-26,,null,null,null,null,null,null,null,null,6885869000,null,4204593000,394683000,null,null,1377259000,null,null,null,null,563400000
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2013-01-27,,null,null,null,null,null,null,null,null,null,null,null,732786000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2015,Q3,2014-11-19,0001045810-14-000188,2013-10-27,,null,null,null,null,null,null,null,null,null,null,null,562084000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2016,Q1,2015-05-20,0001045810-15-000097,2014-04-27,2014-01-27,1103000000,137000000,0.24,0.24,151000000,604000000,334000000,119000000,null,null,null,null,151000000,29000000,null,null,499000000,453000000,26000000,null
NVDA,0001045810,10-Q,2016,Q1,2015-05-20,0001045810-15-000097,2015-04-26,2015-01-26,1151000000,134000000,0.24,0.24,176000000,653000000,339000000,138000000,null,null,null,null,246000000,30000000,null,null,498000000,477000000,38000000,null
NVDA,0001045810,10-Q,2016,Q1,2015-05-20,0001045810-15-000097,2015-01-25,,null,null,null,null,null,null,null,null,7201000000,null,4418000000,497000000,null,null,1384000000,null,null,null,null,474000000
NVDA,0001045810,10-Q,2016,Q1,2015-05-20,0001045810-15-000097,2015-04-26,,null,null,null,null,null,null,null,null,7291000000,null,4556000000,464000000,null,null,1391000000,null,null,null,null,455000000
NVDA,0001045810,10-Q,2016,Q1,2015-05-20,0001045810-15-000097,2014-01-26,,null,null,null,null,null,null,null,null,null,null,null,1152000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2016,Q1,2015-05-20,0001045810-15-000097,2014-04-27,,null,null,null,null,null,null,null,null,null,null,null,509000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2014-07-27,2014-01-27,2206000000,265000000,0.47,0.46,314000000,1223000000,672000000,237000000,null,null,null,null,247000000,52000000,null,null,983000000,909000000,53000000,null
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2014-07-27,2014-04-28,1103000000,128000000,0.23,0.22,163000000,619000000,337000000,119000000,null,null,null,null,null,null,null,null,484000000,456000000,27000000,null
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2015-07-26,2015-01-26,2304000000,160000000,0.29,0.28,250000000,1286000000,658000000,289000000,null,null,null,null,409000000,54000000,null,null,1018000000,1036000000,84000000,null
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2015-07-26,2015-04-27,1153000000,26000000,0.05,0.05,76000000,634000000,320000000,149000000,null,null,null,null,null,null,null,null,519000000,558000000,46000000,null
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2015-01-25,,null,null,null,null,null,null,null,null,7201000000,null,4418000000,497000000,null,null,1384000000,null,null,null,null,474000000
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2015-07-26,,null,null,null,null,null,null,null,null,6979000000,null,4185000000,435000000,null,null,1399000000,null,null,null,null,514000000
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2014-01-26,,null,null,null,null,null,null,null,null,null,null,null,1152000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2016,Q2,2015-08-19,0001045810-15-000143,2014-07-27,,null,null,null,null,null,null,null,null,null,null,null,515000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2014-10-26,2014-01-27,3431000000,437000000,0.79,0.77,528000000,1900000000,1011000000,361000000,null,null,null,null,463000000,91000000,null,null,1531000000,1372000000,90000000,null
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2014-10-26,2014-07-28,1225000000,173000000,0.32,0.31,213000000,676000000,340000000,123000000,null,null,null,null,null,null,null,null,549000000,463000000,36000000,null
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2015-10-25,2015-01-26,3609000000,406000000,0.75,0.72,495000000,2020000000,987000000,441000000,null,null,null,null,664000000,71000000,null,null,1589000000,1525000000,83000000,null
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2015-10-25,2015-07-27,1305000000,246000000,0.45,0.44,245000000,734000000,329000000,152000000,null,null,null,null,null,null,null,null,571000000,489000000,-1000000,null
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2015-01-25,,null,null,null,null,null,null,null,null,7201000000,null,4418000000,497000000,null,null,1384000000,null,null,null,null,474000000
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2015-10-25,,null,null,null,null,null,null,null,null,7174000000,null,4465000000,471000000,null,null,1406000000,null,null,null,null,536000000
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2014-01-26,,null,null,null,null,null,null,null,null,null,null,null,1152000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2016,Q3,2015-11-18,0001045810-15-000173,2014-10-26,,null,null,null,null,null,null,null,null,null,null,null,395000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2017,Q1,2016-05-25,0001045810-16-000275,2015-04-26,2015-01-26,1151000000,134000000,0.24,0.24,176000000,653000000,339000000,138000000,null,null,null,null,246000000,30000000,null,null,498000000,477000000,38000000,null
NVDA,0001045810,10-Q,2017,Q1,2016-05-25,0001045810-16-000275,2016-05-01,2016-02-01,1305000000,196000000,0.36,0.33,245000000,751000000,346000000,159000000,null,null,null,null,309000000,55000000,null,null,554000000,506000000,45000000,null
NVDA,0001045810,10-Q,2017,Q1,2016-05-25,0001045810-16-000275,2016-01-31,,null,null,null,null,null,null,null,null,7370000000,2814000000,4469000000,596000000,null,null,null,null,null,null,null,505000000
NVDA,0001045810,10-Q,2017,Q1,2016-05-25,0001045810-16-000275,2016-05-01,,null,null,null,null,null,null,null,null,7108000000,2833000000,4196000000,547000000,null,null,null,null,null,null,null,523000000
NVDA,0001045810,10-Q,2017,Q1,2016-05-25,0001045810-16-000275,2015-01-25,,null,null,null,null,null,null,null,null,null,null,null,497000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2017,Q1,2016-05-25,0001045810-16-000275,2015-04-26,,null,null,null,null,null,null,null,null,null,null,null,464000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2015-07-26,2015-01-26,2304000000,160000000,0.29,0.28,250000000,1286000000,658000000,289000000,null,null,null,null,409000000,54000000,null,null,1018000000,1036000000,84000000,null
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2015-07-26,2015-04-27,1153000000,26000000,0.05,0.05,76000000,634000000,320000000,149000000,null,null,null,null,null,null,null,null,519000000,558000000,46000000,null
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2016-07-31,2016-02-01,2733000000,449000000,0.84,0.73,561000000,1577000000,697000000,316000000,null,null,null,null,493000000,87000000,null,null,1156000000,1016000000,109000000,null
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2016-07-31,2016-05-02,1428000000,253000000,0.47,0.4,317000000,826000000,350000000,157000000,null,null,null,null,null,null,null,null,602000000,509000000,64000000,null
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2016-01-31,,null,null,null,null,null,null,null,null,7370000000,2814000000,4469000000,596000000,null,null,null,null,null,null,null,505000000
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2016-07-31,,null,null,null,null,null,null,null,null,7461000000,2909000000,4480000000,426000000,null,null,null,null,null,null,null,644000000
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2015-01-25,,null,null,null,null,null,null,null,null,null,null,null,497000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2017,Q2,2016-08-23,0001045810-16-000300,2015-07-26,,null,null,null,null,null,null,null,null,null,null,null,435000000,null,null,null,null,null,null,null,null
NVDA,0001045810,10-Q,2017,Q3,2016-11-22,0001045810-16-000353,2015-10-25,2015-01-26,3609000000,406000000,0.75,0.72,495000000,2020000000,987000000,441000000,null,null,null,null,664000000,71000000,null,null,1589000000,1525000000,83000000,null
NVDA,0001045810,10-Q,2017,Q3,2016-11-22,0001045810-16-000353,2015-10-25,2015-07-27,1305000000,246000000,0.45,0.44,245000000,734000000,329000000,152000000,null,null,null,null,null,null,null,null,571000000,489000000,-1000000,null
